"DES","ORI","flow","DES_NAME","DES_Y","DES_X","ORI_NAME","ORI_Y","ORI_X"
13067,13223,23609,"Cobb",33.94243204,-84.5761255,"Paulding",33.91969522,-84.86848792
13067,13225,232,"Cobb",33.94243204,-84.5761255,"Peach",32.56934316,-83.82937
13067,13227,1472,"Cobb",33.94243204,-84.5761255,"Pickens",34.46589159,-84.46406611
13067,13231,210,"Cobb",33.94243204,-84.5761255,"Pike",33.09310242,-84.38790389
13067,13233,1608,"Cobb",33.94243204,-84.5761255,"Polk",34.00267074,-85.18677781
13067,13237,165,"Cobb",33.94243204,-84.5761255,"Putnam",33.32056115,-83.37552891
13067,13241,158,"Cobb",33.94243204,-84.5761255,"Rabun",34.88389445,-83.40304637
13067,13245,1280,"Cobb",33.94243204,-84.5761255,"Richmond",33.35777107,-82.07026432
13067,13247,1747,"Cobb",33.94243204,-84.5761255,"Rockdale",33.65145002,-84.02202167
13067,13255,1539,"Cobb",33.94243204,-84.5761255,"Spalding",33.26310031,-84.28013991
13067,13257,268,"Cobb",33.94243204,-84.5761255,"Stephens",34.55151201,-83.29405315
13067,13261,146,"Cobb",33.94243204,-84.5761255,"Sumter",32.03650571,-84.19821492
13067,13275,183,"Cobb",33.94243204,-84.5761255,"Thomas",30.86392347,-83.91847289
13067,13277,130,"Cobb",33.94243204,-84.5761255,"Tift",31.45743864,-83.5236119
13067,13281,102,"Cobb",33.94243204,-84.5761255,"Towns",34.91369188,-83.7410746
13067,13285,805,"Cobb",33.94243204,-84.5761255,"Troup",33.03349196,-85.02812115
13067,13291,224,"Cobb",33.94243204,-84.5761255,"Union",34.82995757,-83.98967069
13067,13293,344,"Cobb",33.94243204,-84.5761255,"Upson",32.87920671,-84.30024826
13067,13295,396,"Cobb",33.94243204,-84.5761255,"Walker",34.73376362,-85.30165174
13067,13297,1517,"Cobb",33.94243204,-84.5761255,"Walton",33.78017694,-83.73552314
13067,13299,105,"Cobb",33.94243204,-84.5761255,"Ware",31.05449097,-82.42224148
13067,13311,271,"Cobb",33.94243204,-84.5761255,"White",34.64624278,-83.74905525
13067,13313,1295,"Cobb",33.94243204,-84.5761255,"Whitfield",34.80987459,-84.96093476
13069,13001,175,"Coffee",31.54892966,-82.8549206,"Appling",31.74847232,-82.28909114
13069,13003,737,"Coffee",31.54892966,-82.8549206,"Atkinson",31.29633502,-82.87545866
13069,13005,353,"Coffee",31.54892966,-82.8549206,"Bacon",31.55456473,-82.45936528
13069,13017,327,"Coffee",31.54892966,-82.8549206,"Ben Hill",31.76095874,-83.22145359
13069,13019,164,"Coffee",31.54892966,-82.8549206,"Berrien",31.27590016,-83.2252992
13069,13021,108,"Coffee",31.54892966,-82.8549206,"Bibb",32.80904227,-83.70489165
13069,13031,171,"Coffee",31.54892966,-82.8549206,"Bulloch",32.39577406,-81.74811421
13069,13051,166,"Coffee",31.54892966,-82.8549206,"Chatham",32.00043026,-81.12489526
13069,13069,8604,"Coffee",31.54892966,-82.8549206,"Coffee",31.54892966,-82.8549206
13069,13075,102,"Coffee",31.54892966,-82.8549206,"Cook",31.16068491,-83.42947229
13069,13091,120,"Coffee",31.54892966,-82.8549206,"Dodge",32.17265114,-83.16948926
13069,13095,158,"Coffee",31.54892966,-82.8549206,"Dougherty",31.53328528,-84.21722377
13069,13127,116,"Coffee",31.54892966,-82.8549206,"Glynn",31.23279254,-81.53811412
13069,13135,108,"Coffee",31.54892966,-82.8549206,"Gwinnett",33.96044201,-84.02137802
13069,13155,259,"Coffee",31.54892966,-82.8549206,"Irwin",31.60213036,-83.27501387
13069,13161,303,"Coffee",31.54892966,-82.8549206,"Jeff Davis",31.80405727,-82.6372487
13069,13185,267,"Coffee",31.54892966,-82.8549206,"Lowndes",30.83568832,-83.27056716
13069,13215,101,"Coffee",31.54892966,-82.8549206,"Muscogee",32.50931999,-84.87142262
13069,13229,155,"Coffee",31.54892966,-82.8549206,"Pierce",31.35928155,-82.21598442
13069,13271,180,"Coffee",31.54892966,-82.8549206,"Telfair",31.92829517,-82.93491155
13069,13277,236,"Coffee",31.54892966,-82.8549206,"Tift",31.45743864,-83.5236119
13069,13279,139,"Coffee",31.54892966,-82.8549206,"Toombs",32.12059861,-82.32957247
13069,13299,376,"Coffee",31.54892966,-82.8549206,"Ware",31.05449097,-82.42224148
13069,13305,100,"Coffee",31.54892966,-82.8549206,"Wayne",31.5521809,-81.91894878
13071,13019,115,"Colquitt",31.18810588,-83.7677946,"Berrien",31.27590016,-83.2252992
13071,13027,222,"Colquitt",31.18810588,-83.7677946,"Brooks",30.83922642,-83.58303423
13071,13071,8591,"Colquitt",31.18810588,-83.7677946,"Colquitt",31.18810588,-83.7677946
13071,13075,318,"Colquitt",31.18810588,-83.7677946,"Cook",31.16068491,-83.42947229
13071,13087,123,"Colquitt",31.18810588,-83.7677946,"Decatur",30.87967778,-84.57619536
13071,13095,442,"Colquitt",31.18810588,-83.7677946,"Dougherty",31.53328528,-84.21722377
13071,13131,165,"Colquitt",31.18810588,-83.7677946,"Grady",30.87454847,-84.23418364
13071,13177,105,"Colquitt",31.18810588,-83.7677946,"Lee",31.7793306,-84.14324253
13071,13185,540,"Colquitt",31.18810588,-83.7677946,"Lowndes",30.83568832,-83.27056716
13071,13205,435,"Colquitt",31.18810588,-83.7677946,"Mitchell",31.22483255,-84.19381821
13071,13275,645,"Colquitt",31.18810588,-83.7677946,"Thomas",30.86392347,-83.91847289
13071,13277,477,"Colquitt",31.18810588,-83.7677946,"Tift",31.45743864,-83.5236119
13071,13321,363,"Colquitt",31.18810588,-83.7677946,"Worth",31.55162306,-83.85090513
13073,13021,174,"Columbia",33.54534185,-82.263524,"Bibb",32.80904227,-83.70489165
13073,13031,102,"Columbia",33.54534185,-82.263524,"Bulloch",32.39577406,-81.74811421
13073,13033,413,"Columbia",33.54534185,-82.263524,"Burke",33.05917989,-81.99928721
13073,13051,265,"Columbia",33.54534185,-82.263524,"Chatham",32.00043026,-81.12489526
13073,13063,128,"Columbia",33.54534185,-82.263524,"Clayton",33.54187245,-84.35594188
13073,13067,234,"Columbia",33.54534185,-82.263524,"Cobb",33.94243204,-84.5761255
13073,13073,14048,"Columbia",33.54534185,-82.263524,"Columbia",33.54534185,-82.263524
13073,13089,229,"Columbia",33.54534185,-82.263524,"DeKalb",33.76944049,-84.22396017
13073,13121,289,"Columbia",33.54534185,-82.263524,"Fulton",33.79216944,-84.46319413
13073,13135,321,"Columbia",33.54534185,-82.263524,"Gwinnett",33.96044201,-84.02137802
13073,13151,106,"Columbia",33.54534185,-82.263524,"Henry",33.4533428,-84.1481466
13073,13153,117,"Columbia",33.54534185,-82.263524,"Houston",32.45802497,-83.66879087
13073,13163,300,"Columbia",33.54534185,-82.263524,"Jefferson",33.05867328,-82.41609057
13073,13181,380,"Columbia",33.54534185,-82.263524,"Lincoln",33.79201475,-82.45024131
13073,13189,1261,"Columbia",33.54534185,-82.263524,"McDuffie",33.47851918,-82.48252774
13073,13245,8410,"Columbia",33.54534185,-82.263524,"Richmond",33.35777107,-82.07026432
13073,13301,176,"Columbia",33.54534185,-82.263524,"Warren",33.41146451,-82.67795848
13073,13317,248,"Columbia",33.54534185,-82.263524,"Wilkes",33.78290391,-82.74286107
13075,13019,249,"Cook",31.16068491,-83.42947229,"Berrien",31.27590016,-83.2252992
13075,13071,224,"Cook",31.16068491,-83.42947229,"Colquitt",31.18810588,-83.7677946
13075,13075,1987,"Cook",31.16068491,-83.42947229,"Cook",31.16068491,-83.42947229
13075,13185,448,"Cook",31.16068491,-83.42947229,"Lowndes",30.83568832,-83.27056716
13075,13277,217,"Cook",31.16068491,-83.42947229,"Tift",31.45743864,-83.5236119
13077,13015,175,"Coweta",33.35334302,-84.76129976,"Bartow",34.23732119,-84.83887523
13077,13021,206,"Coweta",33.35334302,-84.76129976,"Bibb",32.80904227,-83.70489165
13077,13035,131,"Coweta",33.35334302,-84.76129976,"Butts",33.2830945,-83.9543504
13077,13045,1200,"Coweta",33.35334302,-84.76129976,"Carroll",33.58138199,-85.07976677
13077,13057,209,"Coweta",33.35334302,-84.76129976,"Cherokee",34.24393976,-84.47431861
13077,13063,985,"Coweta",33.35334302,-84.76129976,"Clayton",33.54187245,-84.35594188
13077,13067,918,"Coweta",33.35334302,-84.76129976,"Cobb",33.94243204,-84.5761255
13077,13077,16797,"Coweta",33.35334302,-84.76129976,"Coweta",33.35334302,-84.76129976
13077,13089,895,"Coweta",33.35334302,-84.76129976,"DeKalb",33.76944049,-84.22396017
13077,13097,700,"Coweta",33.35334302,-84.76129976,"Douglas",33.70291126,-84.77026156
13077,13113,2038,"Coweta",33.35334302,-84.76129976,"Fayette",33.41357794,-84.49089434
13077,13115,161,"Coweta",33.35334302,-84.76129976,"Floyd",34.26268279,-85.21577392
13077,13117,171,"Coweta",33.35334302,-84.76129976,"Forsyth",34.22604035,-84.1231513
13077,13121,2206,"Coweta",33.35334302,-84.76129976,"Fulton",33.79216944,-84.46319413
13077,13135,784,"Coweta",33.35334302,-84.76129976,"Gwinnett",33.96044201,-84.02137802
13077,13139,167,"Coweta",33.35334302,-84.76129976,"Hall",34.32207823,-83.81896936
13077,13145,119,"Coweta",33.35334302,-84.76129976,"Harris",32.73709786,-84.90538572
13077,13149,624,"Coweta",33.35334302,-84.76129976,"Heard",33.29686567,-85.12886832
13077,13151,644,"Coweta",33.35334302,-84.76129976,"Henry",33.4533428,-84.1481466
13077,13153,134,"Coweta",33.35334302,-84.76129976,"Houston",32.45802497,-83.66879087
13077,13171,108,"Coweta",33.35334302,-84.76129976,"Lamar",33.07841647,-84.14263877
13077,13199,888,"Coweta",33.35334302,-84.76129976,"Meriwether",33.04163534,-84.68859732
13077,13215,355,"Coweta",33.35334302,-84.76129976,"Muscogee",32.50931999,-84.87142262
13077,13217,143,"Coweta",33.35334302,-84.76129976,"Newton",33.55514538,-83.8454714
13077,13223,272,"Coweta",33.35334302,-84.76129976,"Paulding",33.91969522,-84.86848792
13077,13231,249,"Coweta",33.35334302,-84.76129976,"Pike",33.09310242,-84.38790389
13077,13233,102,"Coweta",33.35334302,-84.76129976,"Polk",34.00267074,-85.18677781
13077,13247,146,"Coweta",33.35334302,-84.76129976,"Rockdale",33.65145002,-84.02202167
13077,13255,575,"Coweta",33.35334302,-84.76129976,"Spalding",33.26310031,-84.28013991
13077,13285,1165,"Coweta",33.35334302,-84.76129976,"Troup",33.03349196,-85.02812115
13077,13293,220,"Coweta",33.35334302,-84.76129976,"Upson",32.87920671,-84.30024826
13077,13297,112,"Coweta",33.35334302,-84.76129976,"Walton",33.78017694,-83.73552314
13079,13021,107,"Crawford",32.71391813,-83.98061238,"Bibb",32.80904227,-83.70489165
13079,13079,610,"Crawford",32.71391813,-83.98061238,"Crawford",32.71391813,-83.98061238
13079,13153,111,"Crawford",32.71391813,-83.98061238,"Houston",32.45802497,-83.66879087
13079,13225,182,"Crawford",32.71391813,-83.98061238,"Peach",32.56934316,-83.82937
13081,13017,100,"Crisp",31.92289565,-83.76811843,"Ben Hill",31.76095874,-83.22145359
13081,13071,101,"Crisp",31.92289565,-83.76811843,"Colquitt",31.18810588,-83.7677946
13081,13081,3536,"Crisp",31.92289565,-83.76811843,"Crisp",31.92289565,-83.76811843
13081,13093,401,"Crisp",31.92289565,-83.76811843,"Dooly",32.15630737,-83.79746561
13081,13095,197,"Crisp",31.92289565,-83.76811843,"Dougherty",31.53328528,-84.21722377
13081,13153,287,"Crisp",31.92289565,-83.76811843,"Houston",32.45802497,-83.66879087
13081,13261,301,"Crisp",31.92289565,-83.76811843,"Sumter",32.03650571,-84.19821492
13081,13277,185,"Crisp",31.92289565,-83.76811843,"Tift",31.45743864,-83.5236119
13081,13287,209,"Crisp",31.92289565,-83.76811843,"Turner",31.71612656,-83.62069378
13081,13315,264,"Crisp",31.92289565,-83.76811843,"Wilcox",31.97496928,-83.43438555
13081,13321,182,"Crisp",31.92289565,-83.76811843,"Worth",31.55162306,-83.85090513
13083,13047,187,"Dade",34.8549167,-85.50490424,"Catoosa",34.89872298,-85.13757014
13083,13083,1431,"Dade",34.8549167,-85.50490424,"Dade",34.8549167,-85.50490424
13083,13295,353,"Dade",34.8549167,-85.50490424,"Walker",34.73376362,-85.30165174
13085,13013,100,"Dawson",34.44244079,-84.16964071,"Barrow",33.99148694,-83.71436292
13085,13057,261,"Dawson",34.44244079,-84.16964071,"Cherokee",34.24393976,-84.47431861
13085,13067,222,"Dawson",34.44244079,-84.16964071,"Cobb",33.94243204,-84.5761255
13085,13085,1501,"Dawson",34.44244079,-84.16964071,"Dawson",34.44244079,-84.16964071
13085,13089,160,"Dawson",34.44244079,-84.16964071,"DeKalb",33.76944049,-84.22396017
13085,13117,1099,"Dawson",34.44244079,-84.16964071,"Forsyth",34.22604035,-84.1231513
13085,13121,355,"Dawson",34.44244079,-84.16964071,"Fulton",33.79216944,-84.46319413
13085,13135,451,"Dawson",34.44244079,-84.16964071,"Gwinnett",33.96044201,-84.02137802
13085,13139,809,"Dawson",34.44244079,-84.16964071,"Hall",34.32207823,-83.81896936
13085,13151,118,"Dawson",34.44244079,-84.16964071,"Henry",33.4533428,-84.1481466
13085,13157,137,"Dawson",34.44244079,-84.16964071,"Jackson",34.13794553,-83.56814788
13085,13187,634,"Dawson",34.44244079,-84.16964071,"Lumpkin",34.57286511,-84.00425681
13085,13227,104,"Dawson",34.44244079,-84.16964071,"Pickens",34.46589159,-84.46406611
13087,13071,119,"Decatur",30.87967778,-84.57619536,"Colquitt",31.18810588,-83.7677946
13087,13087,4769,"Decatur",30.87967778,-84.57619536,"Decatur",30.87967778,-84.57619536
13087,13095,135,"Decatur",30.87967778,-84.57619536,"Dougherty",31.53328528,-84.21722377
13087,13099,115,"Decatur",30.87967778,-84.57619536,"Early",31.32155345,-84.90255207
13087,13131,342,"Decatur",30.87967778,-84.57619536,"Grady",30.87454847,-84.23418364
13087,13201,248,"Decatur",30.87967778,-84.57619536,"Miller",31.16568912,-84.73151117
13087,13205,115,"Decatur",30.87967778,-84.57619536,"Mitchell",31.22483255,-84.19381821
13087,13253,455,"Decatur",30.87967778,-84.57619536,"Seminole",30.93464824,-84.86823924
13087,13275,233,"Decatur",30.87967778,-84.57619536,"Thomas",30.86392347,-83.91847289
13089,13009,403,"DeKalb",33.76944049,-84.22396017,"Baldwin",33.06882326,-83.24701748
13089,13011,169,"DeKalb",33.76944049,-84.22396017,"Banks",34.35607081,-83.49644388
13089,13013,2002,"DeKalb",33.76944049,-84.22396017,"Barrow",33.99148694,-83.71436292
13089,13015,1525,"DeKalb",33.76944049,-84.22396017,"Bartow",34.23732119,-84.83887523
13089,13021,1337,"DeKalb",33.76944049,-84.22396017,"Bibb",32.80904227,-83.70489165
13089,13029,106,"DeKalb",33.76944049,-84.22396017,"Bryan",32.00979311,-81.44002948
13089,13031,183,"DeKalb",33.76944049,-84.22396017,"Bulloch",32.39577406,-81.74811421
13089,13035,363,"DeKalb",33.76944049,-84.22396017,"Butts",33.2830945,-83.9543504
13089,13039,162,"DeKalb",33.76944049,-84.22396017,"Camden",30.92951916,-81.66601818
13089,13045,1745,"DeKalb",33.76944049,-84.22396017,"Carroll",33.58138199,-85.07976677
13089,13047,188,"DeKalb",33.76944049,-84.22396017,"Catoosa",34.89872298,-85.13757014
13089,13051,974,"DeKalb",33.76944049,-84.22396017,"Chatham",32.00043026,-81.12489526
13089,13055,167,"DeKalb",33.76944049,-84.22396017,"Chattooga",34.47197698,-85.34535662
13089,13057,5373,"DeKalb",33.76944049,-84.22396017,"Cherokee",34.24393976,-84.47431861
13089,13059,1058,"DeKalb",33.76944049,-84.22396017,"Clarke",33.95436462,-83.37124007
13089,13063,11003,"DeKalb",33.76944049,-84.22396017,"Clayton",33.54187245,-84.35594188
13089,13067,24601,"DeKalb",33.76944049,-84.22396017,"Cobb",33.94243204,-84.5761255
13089,13069,103,"DeKalb",33.76944049,-84.22396017,"Coffee",31.54892966,-82.8549206
13089,13071,135,"DeKalb",33.76944049,-84.22396017,"Colquitt",31.18810588,-83.7677946
13089,13073,765,"DeKalb",33.76944049,-84.22396017,"Columbia",33.54534185,-82.263524
13089,13077,2884,"DeKalb",33.76944049,-84.22396017,"Coweta",33.35334302,-84.76129976
13089,13079,126,"DeKalb",33.76944049,-84.22396017,"Crawford",32.71391813,-83.98061238
13089,13085,425,"DeKalb",33.76944049,-84.22396017,"Dawson",34.44244079,-84.16964071
13089,13087,112,"DeKalb",33.76944049,-84.22396017,"Decatur",30.87967778,-84.57619536
13089,13089,87163,"DeKalb",33.76944049,-84.22396017,"DeKalb",33.76944049,-84.22396017
13089,13095,339,"DeKalb",33.76944049,-84.22396017,"Dougherty",31.53328528,-84.21722377
13089,13097,2629,"DeKalb",33.76944049,-84.22396017,"Douglas",33.70291126,-84.77026156
13089,13103,185,"DeKalb",33.76944049,-84.22396017,"Effingham",32.36616021,-81.34280942
13089,13105,157,"DeKalb",33.76944049,-84.22396017,"Elbert",34.11302332,-82.83936148
13089,13111,123,"DeKalb",33.76944049,-84.22396017,"Fannin",34.86430205,-84.316964
13089,13113,3027,"DeKalb",33.76944049,-84.22396017,"Fayette",33.41357794,-84.49089434
13089,13115,661,"DeKalb",33.76944049,-84.22396017,"Floyd",34.26268279,-85.21577392
13089,13117,6827,"DeKalb",33.76944049,-84.22396017,"Forsyth",34.22604035,-84.1231513
13089,13119,205,"DeKalb",33.76944049,-84.22396017,"Franklin",34.37525597,-83.23159927
13089,13121,50644,"DeKalb",33.76944049,-84.22396017,"Fulton",33.79216944,-84.46319413
13089,13123,160,"DeKalb",33.76944049,-84.22396017,"Gilmer",34.69316688,-84.45802506
13089,13127,272,"DeKalb",33.76944049,-84.22396017,"Glynn",31.23279254,-81.53811412
13089,13129,272,"DeKalb",33.76944049,-84.22396017,"Gordon",34.50487351,-84.87296253
13089,13133,155,"DeKalb",33.76944049,-84.22396017,"Greene",33.5769205,-83.17139104
13089,13135,48964,"DeKalb",33.76944049,-84.22396017,"Gwinnett",33.96044201,-84.02137802
13089,13137,270,"DeKalb",33.76944049,-84.22396017,"Habersham",34.63331566,-83.53094677
13089,13139,2491,"DeKalb",33.76944049,-84.22396017,"Hall",34.32207823,-83.81896936
13089,13141,107,"DeKalb",33.76944049,-84.22396017,"Hancock",33.2721566,-82.99766919
13089,13143,210,"DeKalb",33.76944049,-84.22396017,"Haralson",33.79602175,-85.21005667
13089,13145,198,"DeKalb",33.76944049,-84.22396017,"Harris",32.73709786,-84.90538572
13089,13147,239,"DeKalb",33.76944049,-84.22396017,"Hart",34.34626973,-82.96567682
13089,13151,9375,"DeKalb",33.76944049,-84.22396017,"Henry",33.4533428,-84.1481466
13089,13153,953,"DeKalb",33.76944049,-84.22396017,"Houston",32.45802497,-83.66879087
13089,13157,568,"DeKalb",33.76944049,-84.22396017,"Jackson",34.13794553,-83.56814788
13089,13159,109,"DeKalb",33.76944049,-84.22396017,"Jasper",33.31535543,-83.68844964
13089,13169,216,"DeKalb",33.76944049,-84.22396017,"Jones",33.02512137,-83.56019163
13089,13171,202,"DeKalb",33.76944049,-84.22396017,"Lamar",33.07841647,-84.14263877
13089,13175,401,"DeKalb",33.76944049,-84.22396017,"Laurens",32.46325233,-82.92221316
13089,13179,231,"DeKalb",33.76944049,-84.22396017,"Liberty",31.82588896,-81.49251135
13089,13185,406,"DeKalb",33.76944049,-84.22396017,"Lowndes",30.83568832,-83.27056716
13089,13187,175,"DeKalb",33.76944049,-84.22396017,"Lumpkin",34.57286511,-84.00425681
13089,13189,151,"DeKalb",33.76944049,-84.22396017,"McDuffie",33.47851918,-82.48252774
13089,13195,258,"DeKalb",33.76944049,-84.22396017,"Madison",34.12920917,-83.21218732
13089,13199,148,"DeKalb",33.76944049,-84.22396017,"Meriwether",33.04163534,-84.68859732
13089,13207,323,"DeKalb",33.76944049,-84.22396017,"Monroe",33.014289,-83.92097166
13089,13211,151,"DeKalb",33.76944049,-84.22396017,"Morgan",33.59232073,-83.49129491
13089,13213,167,"DeKalb",33.76944049,-84.22396017,"Murray",34.78897608,-84.74993177
13089,13215,1204,"DeKalb",33.76944049,-84.22396017,"Muscogee",32.50931999,-84.87142262
13089,13217,5503,"DeKalb",33.76944049,-84.22396017,"Newton",33.55514538,-83.8454714
13089,13219,302,"DeKalb",33.76944049,-84.22396017,"Oconee",33.83749973,-83.43679568
13089,13221,108,"DeKalb",33.76944049,-84.22396017,"Oglethorpe",33.8786296,-83.08278123
13089,13223,2796,"DeKalb",33.76944049,-84.22396017,"Paulding",33.91969522,-84.86848792
13089,13225,186,"DeKalb",33.76944049,-84.22396017,"Peach",32.56934316,-83.82937
13089,13227,550,"DeKalb",33.76944049,-84.22396017,"Pickens",34.46589159,-84.46406611
13089,13231,229,"DeKalb",33.76944049,-84.22396017,"Pike",33.09310242,-84.38790389
13089,13233,300,"DeKalb",33.76944049,-84.22396017,"Polk",34.00267074,-85.18677781
13089,13237,156,"DeKalb",33.76944049,-84.22396017,"Putnam",33.32056115,-83.37552891
13089,13241,108,"DeKalb",33.76944049,-84.22396017,"Rabun",34.88389445,-83.40304637
13089,13245,1412,"DeKalb",33.76944049,-84.22396017,"Richmond",33.35777107,-82.07026432
13089,13247,6005,"DeKalb",33.76944049,-84.22396017,"Rockdale",33.65145002,-84.02202167
13089,13255,1332,"DeKalb",33.76944049,-84.22396017,"Spalding",33.26310031,-84.28013991
13089,13257,232,"DeKalb",33.76944049,-84.22396017,"Stephens",34.55151201,-83.29405315
13089,13261,115,"DeKalb",33.76944049,-84.22396017,"Sumter",32.03650571,-84.19821492
13089,13275,147,"DeKalb",33.76944049,-84.22396017,"Thomas",30.86392347,-83.91847289
13089,13277,122,"DeKalb",33.76944049,-84.22396017,"Tift",31.45743864,-83.5236119
13089,13285,392,"DeKalb",33.76944049,-84.22396017,"Troup",33.03349196,-85.02812115
13089,13291,137,"DeKalb",33.76944049,-84.22396017,"Union",34.82995757,-83.98967069
13089,13293,285,"DeKalb",33.76944049,-84.22396017,"Upson",32.87920671,-84.30024826
13089,13295,209,"DeKalb",33.76944049,-84.22396017,"Walker",34.73376362,-85.30165174
13089,13297,3182,"DeKalb",33.76944049,-84.22396017,"Walton",33.78017694,-83.73552314
13089,13311,158,"DeKalb",33.76944049,-84.22396017,"White",34.64624278,-83.74905525
13089,13313,463,"DeKalb",33.76944049,-84.22396017,"Whitfield",34.80987459,-84.96093476
13091,13023,203,"Dodge",32.17265114,-83.16948926,"Bleckley",32.43829035,-83.33035166
13091,13091,2249,"Dodge",32.17265114,-83.16948926,"Dodge",32.17265114,-83.16948926
13091,13153,215,"Dodge",32.17265114,-83.16948926,"Houston",32.45802497,-83.66879087
13091,13175,286,"Dodge",32.17265114,-83.16948926,"Laurens",32.46325233,-82.92221316
13091,13271,192,"Dodge",32.17265114,-83.16948926,"Telfair",31.92829517,-82.93491155
13093,13081,588,"Dooly",32.15630737,-83.79746561,"Crisp",31.92289565,-83.76811843
13093,13093,890,"Dooly",32.15630737,-83.79746561,"Dooly",32.15630737,-83.79746561
13093,13095,126,"Dooly",32.15630737,-83.79746561,"Dougherty",31.53328528,-84.21722377
13093,13153,298,"Dooly",32.15630737,-83.79746561,"Houston",32.45802497,-83.66879087
13093,13193,179,"Dooly",32.15630737,-83.79746561,"Macon",32.35207048,-84.04234127
13093,13235,109,"Dooly",32.15630737,-83.79746561,"Pulaski",32.23334561,-83.4754996
13093,13261,212,"Dooly",32.15630737,-83.79746561,"Sumter",32.03650571,-84.19821492
13093,13273,109,"Dooly",32.15630737,-83.79746561,"Terrell",31.77527543,-84.44069698
13095,13007,241,"Dougherty",31.53328528,-84.21722377,"Baker",31.32669878,-84.44218806
13095,13017,161,"Dougherty",31.53328528,-84.21722377,"Ben Hill",31.76095874,-83.22145359
13095,13019,141,"Dougherty",31.53328528,-84.21722377,"Berrien",31.27590016,-83.2252992
13095,13021,366,"Dougherty",31.53328528,-84.21722377,"Bibb",32.80904227,-83.70489165
13095,13037,225,"Dougherty",31.53328528,-84.21722377,"Calhoun",31.53169785,-84.62725131
13095,13051,286,"Dougherty",31.53328528,-84.21722377,"Chatham",32.00043026,-81.12489526
13095,13063,259,"Dougherty",31.53328528,-84.21722377,"Clayton",33.54187245,-84.35594188
13095,13067,404,"Dougherty",31.53328528,-84.21722377,"Cobb",33.94243204,-84.5761255
13095,13069,120,"Dougherty",31.53328528,-84.21722377,"Coffee",31.54892966,-82.8549206
13095,13071,742,"Dougherty",31.53328528,-84.21722377,"Colquitt",31.18810588,-83.7677946
13095,13073,213,"Dougherty",31.53328528,-84.21722377,"Columbia",33.54534185,-82.263524
13095,13075,156,"Dougherty",31.53328528,-84.21722377,"Cook",31.16068491,-83.42947229
13095,13081,475,"Dougherty",31.53328528,-84.21722377,"Crisp",31.92289565,-83.76811843
13095,13087,356,"Dougherty",31.53328528,-84.21722377,"Decatur",30.87967778,-84.57619536
13095,13089,359,"Dougherty",31.53328528,-84.21722377,"DeKalb",33.76944049,-84.22396017
13095,13093,137,"Dougherty",31.53328528,-84.21722377,"Dooly",32.15630737,-83.79746561
13095,13095,17899,"Dougherty",31.53328528,-84.21722377,"Dougherty",31.53328528,-84.21722377
13095,13099,250,"Dougherty",31.53328528,-84.21722377,"Early",31.32155345,-84.90255207
13095,13121,485,"Dougherty",31.53328528,-84.21722377,"Fulton",33.79216944,-84.46319413
13095,13131,286,"Dougherty",31.53328528,-84.21722377,"Grady",30.87454847,-84.23418364
13095,13135,403,"Dougherty",31.53328528,-84.21722377,"Gwinnett",33.96044201,-84.02137802
13095,13151,165,"Dougherty",31.53328528,-84.21722377,"Henry",33.4533428,-84.1481466
13095,13153,365,"Dougherty",31.53328528,-84.21722377,"Houston",32.45802497,-83.66879087
13095,13177,6679,"Dougherty",31.53328528,-84.21722377,"Lee",31.7793306,-84.14324253
13095,13185,566,"Dougherty",31.53328528,-84.21722377,"Lowndes",30.83568832,-83.27056716
13095,13201,133,"Dougherty",31.53328528,-84.21722377,"Miller",31.16568912,-84.73151117
13095,13205,1012,"Dougherty",31.53328528,-84.21722377,"Mitchell",31.22483255,-84.19381821
13095,13215,547,"Dougherty",31.53328528,-84.21722377,"Muscogee",32.50931999,-84.87142262
13095,13243,161,"Dougherty",31.53328528,-84.21722377,"Randolph",31.76622818,-84.75732369
13095,13245,631,"Dougherty",31.53328528,-84.21722377,"Richmond",33.35777107,-82.07026432
13095,13249,102,"Dougherty",31.53328528,-84.21722377,"Schley",32.2654021,-84.31258912
13095,13253,112,"Dougherty",31.53328528,-84.21722377,"Seminole",30.93464824,-84.86823924
13095,13261,787,"Dougherty",31.53328528,-84.21722377,"Sumter",32.03650571,-84.19821492
13095,13273,827,"Dougherty",31.53328528,-84.21722377,"Terrell",31.77527543,-84.44069698
13095,13275,516,"Dougherty",31.53328528,-84.21722377,"Thomas",30.86392347,-83.91847289
13095,13277,536,"Dougherty",31.53328528,-84.21722377,"Tift",31.45743864,-83.5236119
13095,13287,155,"Dougherty",31.53328528,-84.21722377,"Turner",31.71612656,-83.62069378
13095,13299,105,"Dougherty",31.53328528,-84.21722377,"Ware",31.05449097,-82.42224148
13095,13321,1978,"Dougherty",31.53328528,-84.21722377,"Worth",31.55162306,-83.85090513
13097,13013,111,"Douglas",33.70291126,-84.77026156,"Barrow",33.99148694,-83.71436292
13097,13015,464,"Douglas",33.70291126,-84.77026156,"Bartow",34.23732119,-84.83887523
13097,13021,153,"Douglas",33.70291126,-84.77026156,"Bibb",32.80904227,-83.70489165
13097,13045,3484,"Douglas",33.70291126,-84.77026156,"Carroll",33.58138199,-85.07976677
13097,13051,117,"Douglas",33.70291126,-84.77026156,"Chatham",32.00043026,-81.12489526
